SEED,DATA_No,motor_torque,magnet_area
0,32,0.118517079,11.69343591
0,33,0.047895105,11.22899665
0,34,0.00187919,4.981868845
0,35,0.080110015,11.74808507
0,36,0.11039848,7.351643568
0,37,0.131323384,10.59660785
0,38,0.05686293,11.62805577
0,39,0.023644949,8.126241921
0,40,0.073281886,9.214718554
0,41,0.171006325,31.71178486
0,42,0.072672969,12.70506306
0,43,0.008941815,7.396243716
0,44,0.166429649,14.12836315
0,45,0.146665266,19.70270584
0,46,0.075301368,8.35343992
0,47,0.017473895,7.39252994
0,48,0.163386216,14.54897981
0,49,0.060227567,10.6233949
0,50,0.125009826,14.40025292
0,51,0.075431121,9.432492902
0,52,0.039330574,8.276356058
0,53,0.177634525,22.1915297
0,54,0.13187482,14.26904322
0,55,0.035248962,9.639754051
0,56,0.157822984,21.27947838
0,57,0.117559818,15.7664206
0,58,0.133220299,18.65477019
0,59,0.123383792,7.748280791
0,60,0.001833512,5.390291693
0,61,0.075023881,12.14857263
0,62,0.105216623,10.89120803
0,63,0.001878346,4.234735168
0,64,0.024120658,9.350488351
0,65,0.02876001,7.561338021
0,66,0.00428806,6.958426273
0,67,0.104713037,8.517857778
0,68,0.050284668,8.284453981
0,69,0.131093621,14.45953122
0,70,0.141484576,11.45266136
0,71,0.092758979,13.8232835
0,72,0.164697683,21.331267
0,73,0.115123342,13.14494604
0,74,0.161148585,18.16457606
0,75,0.117574922,9.435272073
0,76,0.001485309,4.84190421
0,77,0.125215085,17.03483161
0,78,0.075220965,13.41121858
0,79,0.027163738,6.958105778
0,80,0.174790684,28.11722289
0,81,0.112795082,11.34827985
0,82,0.169695177,29.24997012
0,83,0.00102103,4.005509201
0,84,0.105280356,11.22750199
0,85,0.084536284,9.896389899
0,86,0.044732225,5.332791233
0,87,0.133452483,8.868498743
0,88,0.17041511,16.42123346
0,89,0.147364589,11.27613855
0,90,0.140337367,14.10894346
0,91,0.024923833,10.2215555
0,92,0.051810776,8.817266434
0,93,0.153827498,12.80607911
0,94,0.100608428,16.16282174
0,95,0.008091496,7.478260447
0,96,0.082098824,9.759472737
0,97,0.078240321,7.14746237
0,98,0.156015299,21.77126097
0,99,0.068422156,6.832231753
1,0,0.163446234,18.03831153
1,1,0.010561832,4.743403511
1,2,0.087557835,13.21467991
1,3,0.139791075,20.41718977
1,4,0.130785909,15.36846194
1,5,0.062605719,11.23382579
1,6,0.001140626,4.304929644
1,7,0.037308292,4.571371219
1,8,0.177989548,25.799551
1,9,0.120108746,11.00146509
1,10,0.163320556,14.85069983
1,11,0.03590809,10.44298119
1,12,0.132910629,13.38623202
1,13,0.001245356,4.447559507
1,14,0.094064936,11.64249355
1,15,0.132394644,18.15124677
1,16,0.145989124,15.63186896
1,17,0.093117582,14.03648979
1,18,0.09665621,11.57937795
1,19,0.131822361,10.48375311
1,20,0.022537734,7.589401595
1,21,0.027065757,8.64187803
1,22,0.157964962,20.389854
1,23,0.086742374,11.06786566
1,24,0.084572965,9.475426249
1,25,0.14353043,12.99067015
1,26,0.170017782,26.11905464
1,27,0.033387047,10.80364997
1,28,0.070960509,12.04165137
1,29,0.156836744,16.10328367
1,30,0.021787271,9.475768334
1,31,0.12375521,14.19060862
1,32,0.072117562,11.00705856
1,33,0.108393422,16.28678153
1,34,0.043679277,10.12246786
1,35,0.119549129,12.90991645
1,36,0.033031051,6.322183581
1,37,0.014993789,7.421520518
1,38,0.157883643,17.27393873
1,39,0.159664423,14.19057167
1,40,0.157045367,14.55524103
1,41,0.003024023,6.055044179
1,42,0.076661018,10.88913724
1,43,0.176403837,21.06493001
1,44,0.151287014,13.0214928
1,45,0.05834339,9.743564568
1,46,0.005851484,4.84298749
1,47,0.11130268,7.197255972
1,48,0.031351419,8.609390048
1,49,0.085917607,6.67001707
1,50,0.008278141,7.724319678
1,51,0.002735995,6.420431931
1,52,0.094241516,4.751688586
1,53,0.076658593,11.73522828
1,54,0.002106124,5.247521727
1,55,0.053486997,10.16939343
1,56,0.150153709,16.35168378
1,57,0.087242716,11.12041413
1,58,0.048299438,8.547197765
1,59,0.118638416,10.76616416
1,60,0.001740702,5.326599363
1,61,0.08456905,8.720605119
1,62,0.062181421,11.3347327
1,63,0.131502888,13.71796773
1,64,0.138737129,8.148634573
1,65,0.016503793,6.591158474
1,66,0.011415939,5.771801097
1,67,0.036041664,9.729945393
1,68,0.04038857,8.693591095
1,69,0.117872576,14.20464852
1,70,0.144608892,18.16984269
1,71,0.165392339,21.00792524
1,72,0.152880789,10.86631787
1,73,0.119595206,15.20581052
1,74,0.138693661,20.79741281
1,75,0.086418507,8.962325108
1,76,0.005087524,6.486006585
1,77,0.089257981,12.01493358
1,78,0.148253792,11.96641738
1,80,0.093804454,14.10621205
1,81,0.066953373,12.36404589
1,82,0.135566697,8.361069446
1,83,0.025580579,6.31914544
1,84,0.17258664,20.33498075
1,85,0.177244915,24.95822013
1,86,0.031413712,9.448317708
1,87,0.016242535,4.923391202
1,88,0.096038857,11.36644457
1,89,0.028822206,8.660459165
1,90,0.157871679,19.06703802
1,91,0.1059127,9.037264776
1,92,0.032643439,9.820540854
1,93,0.171933863,26.92094618
1,94,0.165845873,15.75191847
1,95,0.032439763,9.450309836
1,96,0.155682498,21.81805771
1,97,0.112816166,13.49493311
1,98,0.130125447,18.54958949
1,99,0.08902598,9.89061765
0,0,0.162689104,14.08017023
0,1,0.078865661,6.576142203
0,2,0.076735647,6.918986951
0,3,0.149830675,11.02920998
0,4,0.106961516,7.169357071
0,5,0.142284059,10.63217977
0,6,0.146036374,11.83626195
0,7,0.091720387,6.581591176
0,8,0.071352949,6.302350666
0,9,0.084474852,6.509499774
0,10,0.079244461,5.719684481
0,11,0.135957572,9.87356124
0,12,0.078759723,5.99405472
0,13,0.056615094,4.992665771
0,14,0.144592955,11.68821738
0,15,0.12156347,10.39218148
0,16,0.106134917,7.876512206
0,17,0.130624794,11.32092705
0,18,0.114289156,8.552112642
0,19,0.142807797,10.70035149
0,20,0.066797305,6.514609958
0,21,0.162962012,15.36380456
0,22,0.143947708,11.42925331
0,23,0.155720778,13.8275632
0,24,0.124102951,8.87573242
0,25,0.167220343,17.85692195
0,26,0.160276152,13.45905276
0,27,0.148149643,11.4656988
0,28,0.117824211,10.74873885
0,29,0.15886704,12.75844146
0,30,0.134652216,10.75787107
0,31,0.114307212,9.720151813
0,32,0.098715188,8.702354636
0,33,0.130462477,8.960204635
0,34,0.136068461,11.31292754
0,35,0.115310245,8.211166101
0,36,0.139359879,9.963503677
0,37,0.158557021,12.9714212
0,38,0.072484557,5.304582073
0,39,0.109075371,7.651989663
0,40,0.166694749,18.6132848
0,41,0.147855349,11.92474754
0,42,0.148047035,13.37813222
0,43,0.13529817,10.44489439
0,44,0.159704593,13.36940921
0,45,0.138093264,11.76424153
0,46,0.165064335,15.32341096
0,47,0.162987611,14.71413348
0,48,0.101656512,8.126899913
0,49,0.106735193,7.497895849
0,50,0.132646235,11.14438091
0,51,0.085770888,6.216730533
0,52,0.143414002,12.32310879
0,53,0.073653557,6.489438554
0,54,0.150523446,14.27676948
0,55,0.166248834,15.84077867
0,56,0.102488293,7.663937419
0,57,0.078948138,5.996018684
0,58,0.154007205,11.34650524
0,59,0.153189537,11.67841247
0,60,0.146785004,10.52435734
0,61,0.069562234,5.828872961
0,62,0.123922206,9.32618104
0,63,0.108268557,8.431261193
0,64,0.152392122,11.76185185
0,65,0.11918409,8.85831031
0,66,0.144354452,10.89472984
0,67,0.052136705,4.423860227
0,68,0.139287576,11.30423617
0,69,0.113007249,7.961068794
0,70,0.145687499,11.11175374
0,71,0.151843836,12.6140638
0,72,0.109233535,8.157272613
0,73,0.158676659,12.17220169
0,74,0.163200804,13.4358624
0,75,0.159393714,14.74952261
0,76,0.144968101,10.46013923
0,77,0.166437607,16.11907406
0,78,0.125887059,8.915914215
0,79,0.131565656,10.19873573
0,80,0.082185146,6.268980907
0,82,0.122162432,9.432210395
0,83,0.063368184,5.494461975
0,84,0.087008026,6.764282128
0,85,0.130918083,10.32108793
0,86,0.138510389,11.79233343
0,87,0.159288746,14.30353078
0,88,0.132944529,9.410984824
0,89,0.115745954,7.88817875
0,90,0.08450311,6.020545117
0,91,0.14937541,11.77774842
0,92,0.15884168,12.96408018
0,93,0.162997846,14.33769451
0,94,0.147937982,11.3731575
0,95,0.077214121,5.500610744
0,96,0.054148288,4.348247724
0,97,0.161611357,16.08542394
0,98,0.051547138,4.861237635
0,99,0.094594253,6.527893791
1,0,0.164385341,17.18737509
1,1,0.099839169,6.89147316
1,2,0.108752581,8.992411099
1,3,0.12894153,9.462635207
1,4,0.144857854,11.16505543
1,5,0.099538922,8.47472778
1,6,0.058871317,4.614552291
1,7,0.12981118,8.832734543
1,8,0.162931545,14.663913
1,9,0.151419492,12.42795982
1,10,0.164883594,16.26978087
1,11,0.069027897,5.838656801
1,12,0.149737386,13.77540888
1,13,0.06266898,4.862543786
1,14,0.129635292,10.53980376
1,15,0.127626131,10.45968426
1,16,0.155068991,15.15720778
1,17,0.109821481,8.650563422
1,18,0.130654017,11.85674981
1,19,0.15841039,14.46130087
1,20,0.089387236,6.769798992
1,21,0.086269489,7.610988719
1,22,0.149158572,11.99514889
1,23,0.125779236,11.0533853
1,24,0.139647829,10.22663836
1,25,0.158164879,13.20209123
1,26,0.151168267,12.44421502
1,27,0.057316304,5.374892862
1,28,0.104376247,8.063266796
1,29,0.159068826,14.75323607
1,30,0.072780311,7.191307065
1,31,0.139839952,11.47149742
1,32,0.112940849,9.644550166
1,33,0.113339844,8.430204752
1,34,0.088601244,7.618465618
1,35,0.143382901,11.61376832
1,36,0.118837263,7.996106887
1,37,0.078880711,5.998809652
1,38,0.160290764,15.81812783
1,39,0.16562539,17.25662808
1,40,0.161594892,13.42132467
1,41,0.065061715,5.242460438
1,42,0.133016752,9.241656579
1,43,0.163207826,14.35887068
1,44,0.161947863,13.39856436
1,45,0.124030286,8.465606397
1,46,0.089953323,6.477156969
1,47,0.159606847,13.70538634
1,48,0.101730033,6.965676789
1,49,0.150122741,11.79489327
1,50,0.064401533,5.949923384
1,51,0.061203131,5.391134512
1,52,0.159924286,12.70569385
1,53,0.118876967,8.632807963
1,54,0.070007822,5.385512654
1,55,0.102147612,8.008882163
1,56,0.153656755,12.71688595
1,57,0.136888045,9.760097974
1,58,0.115625686,8.15567358
1,59,0.155788758,11.89737064
1,60,0.065826689,4.993112251
1,61,0.145248971,10.43650079
1,62,0.112106335,7.800468578
1,63,0.158847919,12.13051814
1,64,0.166084776,15.78978066
1,65,0.093170992,6.664056378
1,66,0.091948186,6.638763549
1,67,0.082912717,7.235829389
1,68,0.101553919,7.789937959
1,69,0.142532404,10.62744991
1,70,0.146409052,11.20696719
1,71,0.161076768,15.88948235
1,72,0.164845767,14.75752988
1,73,0.13256246,10.32078911
1,74,0.122172842,9.144464557
1,75,0.140477837,10.98312488
1,76,0.068830339,5.342810761
1,77,0.127628048,9.466648007
1,78,0.162225514,15.06031896
1,79,0.149179122,10.71802359
1,80,0.125438353,8.803897723
1,81,0.101370178,7.355462317
1,82,0.164591209,15.14664581
1,83,0.111343848,7.504700388
1,84,0.161894919,14.36093718
1,85,0.159577766,13.30217592
1,86,0.078108706,6.415288014
1,87,0.108374227,7.249887365
1,88,0.142746065,10.28426891
1,89,0.090978378,6.519407806
1,90,0.155690725,12.13899839
1,91,0.150682997,12.9941327
1,92,0.076489071,5.87801798
1,93,0.157848689,14.02211027
1,94,0.164247758,15.67012637
1,95,0.081312347,6.265669584
1,96,0.141660329,11.23253334
1,97,0.133547331,11.01349057
1,99,0.141246781,10.326107
0,0,0.178303921,36.17082037
0,1,0.092679817,16.08135758
0,2,0.066523087,14.00215011
0,3,0.102815867,19.65883537
0,4,0.108123215,23.99896015
0,5,0.115730958,25.54158861
0,6,0.17725425,30.67655677
0,7,0.038475217,12.92369585
0,8,0.102780242,20.2310186
0,9,0.175127557,27.57621013
0,10,0.122652181,17.08180874
0,11,0.099399834,20.82213569
0,12,0.164004754,32.21001024
0,13,0.156776889,31.22409241
0,14,0.135773429,22.30895868
0,15,0.080763029,17.65027461
0,16,0.172761771,33.61074572
0,17,0.168928068,25.52245775
0,18,0.160393657,31.3931606
0,19,0.097062024,20.59588621
0,20,0.029525836,12.81656553
0,21,0.172982862,35.71524
0,23,0.104241016,22.95981775
0,24,0.178050125,36.09062154
0,25,0.176650145,41.08685312
0,26,0.149884227,29.20877113
0,27,0.107547212,25.78495374
0,30,0.102728206,25.48561205
0,31,0.153624558,28.23761872
0,32,0.097825443,24.13123177
0,33,0.086577866,20.33775534
0,34,0.162731498,32.12834611
0,35,0.113391694,25.63062012
0,37,0.11342151,14.06733483
0,38,0.054761932,17.99988978
0,39,0.174785324,30.89986891
0,40,0.11881179,25.88449138
0,41,0.090773677,17.02086103
0,42,0.072682264,12.89036556
0,43,0.124841768,26.29397102
0,44,0.168214701,32.51409313
0,45,0.178674854,33.84726858
0,46,0.123773396,23.54433495
0,47,0.087914966,21.17239824
0,48,0.17577665,38.03145569
0,49,0.119931403,26.58808199
0,50,0.129778545,26.76484318
0,51,0.101418636,20.94009867
0,53,0.130816771,27.9907874
0,55,0.16258873,22.61675195
0,56,0.086143253,21.17339145
0,57,0.130237653,26.46918135
0,59,0.049450998,16.41158532
0,61,0.050247553,16.72368358
0,62,0.175642875,27.77191508
0,63,0.039479602,17.02648455
0,64,0.057876688,17.85261909
0,65,0.055007689,19.02452966
0,66,0.138172346,25.63464058
0,67,0.098533856,24.42885945
0,68,0.179690096,35.59739637
0,69,0.063859892,17.34745795
0,71,0.080652297,16.31170588
0,72,0.153306769,29.66561327
0,73,0.142529371,24.11775016
0,74,0.092587175,24.04370721
0,75,0.168708833,36.87819043
0,77,0.157623347,27.78780962
0,79,0.059558131,15.93035381
0,80,0.049581568,13.80440023
0,81,0.175179363,37.85905785
0,82,0.149138763,27.44387284
0,83,0.092606337,16.08531366
0,84,0.135206902,21.5371539
0,85,0.019894955,13.40519825
0,86,0.029696204,14.73644121
0,87,0.161597821,33.1604959
0,89,0.121827885,24.30491503
0,90,0.147059747,21.39020048
0,91,0.034734817,11.94764479
0,92,0.179101695,29.9712625
0,93,0.178645657,31.9160391
0,94,0.043932427,15.03685618
0,95,0.120473426,27.41150954
0,96,0.090806665,13.64954167
0,97,0.134618397,24.99931031
0,98,0.164839249,30.93656635
0,99,0.154948229,25.64781691
1,0,0.18143851,36.46063815
1,1,0.111322712,25.76504659
1,2,0.171952631,27.00743198
1,3,0.083721147,13.63618041
1,4,0.098721573,20.2923028
1,5,0.176496088,29.78469897
1,7,0.105706507,25.64886496
1,8,0.111958334,20.74944324
1,9,0.145382542,28.37755938
1,11,0.118425857,17.68066785
1,13,0.111725151,25.48983826
1,14,0.168484146,30.00561218
1,15,0.168777435,24.51403199
1,17,0.147959639,22.41468059
1,19,0.170398265,34.41899192
1,20,0.122036271,23.68529813
1,21,0.172765884,33.52067819
1,22,0.108669792,19.62876004
1,23,0.174826527,36.05085975
1,25,0.122799791,25.47512869
1,26,0.118797724,18.55120061
1,27,0.140413049,17.74910634
1,28,0.134131412,21.93070264
1,29,0.170659407,31.55940029
1,30,0.168753562,35.65111374
1,31,0.161062482,27.82513454
1,32,0.176979272,33.02226337
1,35,0.150534244,27.38120465
1,36,0.061950349,20.03149694
1,37,0.084508921,19.09442298
1,38,0.180711398,35.03089084
1,39,0.178860374,37.32944556
1,40,0.084774305,21.08499835
1,41,0.105242021,22.17127742
1,42,0.034547722,14.38251938
1,44,0.085835688,21.74392069
1,45,0.030098943,13.87497941
1,46,0.131035898,27.73155267
1,47,0.152860968,31.8900951
1,48,0.019316426,11.51387153
1,49,0.141892574,29.57736227
1,50,0.170156065,30.35967409
1,51,0.157281548,29.04198511
1,52,0.125638533,28.12259706
1,54,0.11343315,24.62996491
1,55,0.150771637,25.54976857
1,56,0.125609427,23.94181602
1,57,0.058432015,17.42495034
1,58,0.085022243,20.61206243
1,59,0.063467256,19.53794154
1,60,0.034646433,14.70460994
1,61,0.063050426,19.79224406
1,62,0.039688144,12.83792994
1,63,0.012556431,12.13723718
1,64,0.160091161,33.85286737
1,65,0.08723961,21.3554264
1,66,0.116217793,25.10619704
1,68,0.144822962,26.14364819
1,69,0.074798901,18.06458097
1,71,0.180047251,32.31719861
1,72,0.134274948,28.27595492
1,74,0.108406082,15.02938617
1,75,0.149465,29.10133665
1,78,0.164814957,32.66354306
1,79,0.094441734,24.48724862
1,80,0.043617697,12.58367026
1,81,0.070448559,14.45549553
1,82,0.156545841,32.67464915
1,83,0.057220994,19.21347356
1,84,0.123531843,23.57558568
1,86,0.136826042,22.15766843
1,87,0.081089442,22.7470851
1,88,0.0508961,16.86315899
1,89,0.045721331,14.14788843
1,90,0.046927913,14.11481822
1,91,0.168386006,33.99761467
1,92,0.064577177,13.42838289
1,93,0.144403463,22.53363509
1,94,0.161064833,30.75747399
1,95,0.088856689,17.24208216
1,96,0.120940851,19.00389404
1,97,0.169699567,29.2748748
1,98,0.142931493,20.02399559
1,99,0.085679852,21.40771161
