SEED,DATA_No,motor_torque,magnet_area
2,46,0.144,15.6
2,47,0.151,19.6
2,48,0.0809,8.88
2,49,0.138,18.5
2,50,0.109,9.93
2,51,0.124,15.1
2,52,0.145,15
2,53,0.134,16.8
2,54,0.144,16.9
2,55,0.0818,10.1
2,56,0.157,19.3
2,57,0.0775,9.71
2,58,0.167,19.1
2,59,0.121,15.7
2,60,0.0855,11.1
2,61,0.091,8.78
2,62,0.129,13.8
2,63,0.148,14.4
2,64,0.161,17.5
2,65,0.15,15.2
2,66,0.104,10.1
2,67,0.166,23.9
2,68,0.167,18.8
2,69,0.167,24.8
2,70,0.169,21.4
2,71,0.168,22.2
2,72,0.139,15.2
2,73,0.0871,11.5
2,74,0.133,13.3
2,75,0.053,8.42
2,76,0.157,17.6
2,77,0.113,11.6
2,78,0.138,16.5
2,79,0.153,14.7
2,80,0.103,12.1
2,81,0.154,21.6
2,82,0.165,21.3
2,83,0.11,13
2,84,0.126,11.1
2,85,0.132,13.1
2,86,0.173,27.8
2,87,0.17,28.6
2,88,0.161,23.8
2,89,0.134,14.2
2,90,0.17,27.2
2,91,0.111,10.8
2,92,0.168,25
2,93,0.15,17.7
2,94,0.132,14.6
2,95,0.171,22.7
2,96,0.0822,8.78
2,97,0.152,19
2,98,0.0647,9.49
2,99,0.0789,8.09
3,0,0.166,21.3
3,1,0.16,23.3
3,2,0.161,17.3
3,3,0.0915,9.15
3,4,0.117,11.1
3,5,0.144,16
3,6,0.114,12.7
3,7,0.065,7.14
3,8,0.163,17
3,9,0.162,22.1
3,10,0.0887,11.3
3,11,0.148,13.5
3,12,0.147,20.5
3,13,0.0822,11.2
3,14,0.151,18
3,15,0.0514,5.58
3,16,0.149,18.1
3,17,0.151,16.1
3,18,0.15,14.6
3,19,0.0725,6.91
3,20,0.158,18.2
3,21,0.146,16.3
3,22,0.102,12.6
3,23,0.163,24.6
3,24,0.157,18.9
3,25,0.0829,8.04
3,26,0.151,20.5
3,27,0.119,15.1
3,28,0.161,21.7
3,29,0.125,12.4
3,30,0.144,13.4
3,31,0.16,22.5
3,32,0.0985,10.2
3,33,0.164,18.2
3,34,0.165,21.8
3,35,0.162,19.5
3,36,0.135,14.4
3,37,0.142,17.4
3,38,0.143,14.5
3,39,0.17,22.5
3,40,0.156,20.2
3,41,0.0629,7.74
3,42,0.0513,7.63
3,43,0.171,26
3,44,0.147,20.2
3,45,0.0655,7.72
3,46,0.172,26.8
3,47,0.135,17.8
3,48,0.139,12
3,49,0.0673,6.72
3,50,0.155,20
3,51,0.0985,11.3
3,52,0.0518,6.91
3,53,0.158,21.7
3,54,0.152,16.3
3,55,0.171,28.9
3,56,0.148,19.2
3,57,0.0691,8.15
3,58,0.099,9.36
3,59,0.163,21.5
3,60,0.114,10.4
3,61,0.106,12
3,62,0.126,13.4
3,63,0.0752,7.66
3,64,0.113,10.7
3,65,0.165,17.6
3,66,0.09,11.1
3,67,0.154,19.2
3,68,0.084,9.77
3,69,0.168,25.9
3,70,0.108,10
3,71,0.0774,7.43
3,72,0.148,16.9
3,73,0.1,9.77
3,74,0.17,24.1
3,75,0.15,13.8
3,76,0.166,21.9
3,77,0.136,17.4
3,78,0.121,15.2
3,79,0.169,20.2
3,80,0.109,14.1
3,81,0.0992,8.82
3,82,0.143,18.8
3,83,0.142,14.8
3,84,0.0799,8.53
3,85,0.16,17.1
3,86,0.066,7.37
3,87,0.102,10.3
3,88,0.137,17
3,89,0.153,17
3,91,0.17,22.1
3,92,0.143,18.5
3,93,0.171,27.1
3,94,0.154,20.2
3,95,0.164,24.2
3,96,0.164,23.1
3,97,0.0648,8.95
3,98,0.167,18.4
3,99,0.146,17.6
4,0,0.172,26.8
4,1,0.138,14.2
4,2,0.0689,7.69
4,3,0.166,18
4,4,0.117,12
4,5,0.0336,4.25
4,6,0.166,21.6
4,7,0.152,20.3
4,8,0.0868,8.01
4,9,0.102,9.24
4,10,0.0816,8.59
4,11,0.0771,8.73
4,12,0.132,16.5
4,13,0.124,12
4,14,0.113,13
4,15,0.103,10.4
4,16,0.166,20.5
4,17,0.0688,7.49
4,18,0.163,16.7
4,19,0.173,29.1
4,20,0.171,29.7
4,21,0.171,24.4
4,22,0.155,16.4
4,23,0.149,18.4
4,24,0.148,15.5
4,25,0.0582,6
4,26,0.138,15.5
4,27,0.161,23.8
4,28,0.149,15.2
4,29,0.146,13.8
4,30,0.118,14
4,31,0.138,11.9
4,32,0.113,13.2
4,33,0.163,23.8
4,34,0.169,21.1
4,35,0.159,22
4,36,0.106,10.2
4,37,0.151,19.5
4,38,0.121,15.5
4,39,0.104,12.6
4,40,0.16,23.2
4,41,0.113,11.8
4,42,0.156,16.1
4,43,0.082,10.2
4,44,0.17,24.1
4,45,0.084,9.58
4,46,0.124,10.8
4,47,0.159,17.6
4,48,0.169,21.2
4,49,0.128,13.6
4,50,0.133,17
4,51,0.145,14.1
4,52,0.172,26.1
4,53,0.11,14.2
4,54,0.163,22.1
4,55,0.0961,11.1
4,56,0.16,22
4,57,0.137,12.5
4,58,0.0871,10.5
4,59,0.166,22.5
4,60,0.115,10.4
4,61,0.0648,8.13
4,62,0.17,25.4
4,63,0.142,13.5
4,64,0.0643,7.02
4,65,0.165,17.7
4,66,0.146,14.5
4,67,0.171,28.2
4,68,0.165,19.8
4,69,0.16,18.3
4,70,0.13,13
4,71,0.156,18.4
4,72,0.17,28.5
4,73,0.101,11.3
4,74,0.172,29.2
4,75,0.132,12.2
4,76,0.14,18.3
4,77,0.14,14
4,78,0.0871,11.7
4,79,0.15,17.9
4,80,0.136,13.8
4,81,0.142,15.6
4,82,0.0693,9.16
4,83,0.11,13.6
4,84,0.168,24.9
4,85,0.0754,10.2
4,86,0.104,11.8
4,87,0.143,18.5
4,88,0.166,20.2
4,89,0.153,15.7
4,90,0.106,9.79
4,91,0.121,13.3
4,92,0.0701,8.48
4,93,0.104,11.8
4,94,0.119,11.3
4,95,0.07,9.36
4,96,0.161,21.4
4,97,0.11,14.3
4,98,0.138,14.9
5,0,0.167,25.9
5,2,0.164,17.7
5,3,0.135,14.8
5,4,0.11,10.9
5,5,0.14,18.5
5,6,0.127,15.1
5,7,0.104,8.95
5,8,0.0944,10.8
5,9,0.146,17.1
5,10,0.126,14.7
5,11,0.149,20.7
5,12,0.168,23.9
5,13,0.123,12.7
5,14,0.147,12.7
5,15,0.168,23.1
5,16,0.129,11.9
5,17,0.164,19.9
5,18,0.137,13.3
5,19,0.107,13.8
5,20,0.162,23.4
5,21,0.17,25.8
5,22,0.149,20.6
5,23,0.0912,9.1
5,25,0.0759,9.13
5,26,0.0582,6.13
5,27,0.112,13.3
5,28,0.0633,5.94
5,29,0.0956,10.6
5,30,0.14,14.2
5,31,0.114,13.4
5,32,0.102,10.3
5,33,0.103,11.4
5,34,0.131,15.3
5,35,0.1,12.2
5,36,0.169,23.8
5,37,0.0785,10.1
5,38,0.167,23.8
5,39,0.145,13.3
5,40,0.165,20.9
5,41,0.167,20
5,42,0.154,21.4
5,43,0.154,17.1
5,44,0.169,24.6
5,45,0.0551,8.54
5,46,0.15,19.3
5,47,0.157,21.3
5,48,0.059,7.94
5,49,0.0744,8.52
5,50,0.151,17.6
5,51,0.115,14.1
5,52,0.119,13.6
5,53,0.0664,9.2
5,54,0.0619,6.8
5,55,0.172,28.5
5,56,0.131,12.6
5,57,0.121,11.2
5,58,0.136,16.4
5,59,0.0877,7.79
5,60,0.166,21.9
5,61,0.106,9.64
5,62,0.17,26.7
5,63,0.158,19.6
5,64,0.152,21
5,65,0.132,14.6
5,66,0.164,20.4
5,67,0.0637,6.88
5,68,0.103,9.6
5,69,0.129,12.8
5,70,0.172,28.9
5,71,0.171,25.1
5,72,0.165,24.2
5,73,0.0636,7.18
5,74,0.128,13.4
5,75,0.116,12.1
5,76,0.169,21.6
5,77,0.156,21.8
5,78,0.068,9.37
5,79,0.17,24.3
5,80,0.159,16.7
5,81,0.142,15.7
5,82,0.159,16.4
5,83,0.152,17.6
5,84,0.162,24.4
5,85,0.129,10.6
5,86,0.164,17.1
5,87,0.0979,10.7
5,88,0.127,13.1
5,89,0.148,16.2
5,90,0.144,17.6
5,91,0.153,17.7
5,92,0.116,13.1
5,93,0.136,17.5
5,94,0.106,12.9
5,95,0.126,12.3
5,96,0.141,18.5
5,97,0.165,18.4
5,98,0.136,14.8
5,99,0.157,20.3
6,0,0.094,8.9
6,1,0.149,20.3
6,2,0.125,13.2
6,3,0.0624,6.45
6,4,0.0997,8.4
6,5,0.0593,6.62
6,6,0.164,18.9
6,7,0.156,19.7
6,8,0.17,28
6,9,0.104,9.65
6,10,0.163,19.4
6,11,0.164,22
6,12,0.14,14.8
6,13,0.16,16.8
6,14,0.0849,11.2
6,15,0.0624,9.15
6,16,0.167,19.8
6,17,0.104,10.8
6,18,0.125,14
6,19,0.101,13.2
6,20,0.151,13.4
6,21,0.0997,12.4
6,22,0.105,11.2
6,23,0.104,9.19
6,24,0.16,19.8
6,25,0.172,26.2
6,26,0.159,21.4
6,28,0.164,24.6
6,29,0.144,17.4
6,30,0.171,29.1
6,31,0.136,14.5
6,32,0.142,18.1
6,33,0.125,14.5
6,34,0.0487,6.86
6,35,0.0943,10.6
6,36,0.105,10.8
6,43,0.158,19.2
6,44,0.154,14.7
6,45,0.0953,11.6
6,46,0.111,14.1
6,47,0.118,12.4
6,48,0.16,22.3
6,49,0.16,21.8
6,50,0.0856,10.1
6,51,0.154,19.8
6,52,0.152,14.9
6,53,0.051,6.44
6,54,0.16,22.4
6,55,0.151,15
6,56,0.159,18.3
6,57,0.064,7.27
6,58,0.165,21.4
6,59,0.17,25
6,60,0.154,16.7
6,61,0.163,17.7
6,62,0.0628,9.44
6,63,0.173,28.2
6,64,0.157,15.4
6,65,0.161,23.3
6,66,0.14,15.3
6,67,0.161,23.5
6,68,0.0545,8.16
6,69,0.125,12.9
6,70,0.124,14.6
6,71,0.0999,11.4
6,72,0.132,17.2
6,73,0.0988,9.47
6,74,0.143,18.8
6,75,0.136,15.4
6,76,0.0809,8.15
6,77,0.155,20.1
6,78,0.171,27.7
6,79,0.171,27.8
6,80,0.125,14.6
6,81,0.0267,3.98
6,82,0.162,19.6
6,83,0.122,14.2
6,84,0.134,12.1
6,85,0.149,12.8
6,86,0.17,28.2
6,87,0.0803,9.51
6,88,0.126,12.7
6,89,0.0941,8.63
6,90,0.122,11.5
6,91,0.152,17.9
6,92,0.12,9.91
6,93,0.165,26.3
6,94,0.16,17.8
6,95,0.144,15.6
6,96,0.139,12.1
6,97,0.142,17.7
6,98,0.16,19.9
6,99,0.13,13.7
7,0,0.119,11.6
7,1,0.17,26.8
7,2,0.122,12.7
7,3,0.171,26.5
7,4,0.0992,9.12
7,5,0.148,14.5
7,6,0.167,20.5
7,7,0.156,21.1
7,8,0.135,12.7
7,9,0.153,19
7,10,0.172,24.6
7,11,0.148,20.3
7,12,0.168,27.2
7,13,0.121,10.6
7,14,0.167,20.1
7,15,0.143,18.8
7,16,0.167,22.1
7,17,0.0577,6.79
7,18,0.0906,11.2
7,19,0.128,13.2
7,20,0.123,10
7,21,0.118,13
7,22,0.123,11.7
7,23,0.0633,8.97
7,24,0.13,13.5
7,25,0.056,6.78
7,26,0.155,19
7,27,0.143,19
7,28,0.171,25.6
7,29,0.167,20.2
7,30,0.08,8.09
7,31,0.0783,7.8
7,32,0.119,11.3
7,33,0.152,16.3
7,34,0.13,16.3
7,35,0.113,12.7
7,36,0.162,18.7
7,37,0.102,11.1
7,38,0.169,21.2
7,39,0.148,16.7
7,40,0.0605,6.22
7,41,0.0947,10.9
7,42,0.118,10.8
7,43,0.167,18.9
7,44,0.165,19.7
7,45,0.161,16.7
7,46,0.117,13.6
7,47,0.118,10
7,48,0.153,17.8
7,49,0.119,14.7
7,50,0.11,11.1
7,51,0.164,21.9
7,52,0.102,10.9
7,53,0.12,13
7,54,0.165,24.7
7,55,0.112,13.8
7,56,0.0674,8.37
7,57,0.167,21.2
7,58,0.171,29.1
7,59,0.134,17.2
7,60,0.0769,10.3
7,61,0.169,19.3
7,63,0.169,20.6
7,64,0.118,11.5
7,65,0.144,15.4
7,66,0.16,22.3
7,67,0.158,21.1
7,68,0.109,12.4
7,69,0.15,16.7
7,70,0.0882,8.49
7,71,0.125,13.5
7,72,0.0871,11.5
7,73,0.114,13.5
7,74,0.164,21.2
7,75,0.166,25.8
7,76,0.111,12.2
7,77,0.163,21.8
7,78,0.144,19.4
7,79,0.16,16.2
7,80,0.113,13.6
7,81,0.169,23.1
7,82,0.105,9.65
7,83,0.115,12.1
7,84,0.0698,8.45
7,85,0.122,14.5
7,86,0.066,6.56
7,87,0.141,15.4
7,88,0.148,18
7,89,0.0546,7.11
7,90,0.107,12.6
7,91,0.0647,8.52
7,92,0.163,18.6
7,93,0.0967,8.7
7,94,0.161,24.2
7,95,0.143,15.1
7,96,0.127,14.8
7,97,0.148,14
7,98,0.173,27.9
7,99,0.172,30.8
8,0,0.17,25.7
8,1,0.155,15.1
8,2,0.0893,8.62
8,3,0.151,17.3
8,4,0.0842,10.9
8,5,0.17,25.7
8,6,0.13,11
8,7,0.0475,6.37
8,8,0.134,13.4
8,9,0.17,21.8
8,10,0.171,25
8,11,0.0752,9.08
8,12,0.145,19.4
8,13,0.16,19.7
8,14,0.127,12.8
8,15,0.169,22.2
8,16,0.11,11.7
8,17,0.133,14.4
8,18,0.144,18.1
8,19,0.088,11.2
8,20,0.0882,11.1
8,21,0.133,15.8
8,22,0.166,18.5
8,23,0.171,27.1
8,24,0.122,11.4
8,25,0.159,23.8
8,26,0.132,11.9
8,27,0.072,9.41
8,28,0.155,16.4
8,29,0.166,25.5
8,30,0.156,20.9
8,31,0.0956,9.84
8,32,0.147,17.5
8,34,0.136,15.8
8,35,0.109,14.2
8,36,0.163,17.5
8,37,0.12,12.1
8,38,0.156,20.6
8,39,0.17,22.9
8,40,0.169,24
8,41,0.133,15
8,42,0.0986,11.2
8,43,0.0634,6.1
8,44,0.0815,9.63
8,45,0.167,21.9
8,46,0.0864,11
8,47,0.142,19.1
8,48,0.0709,8.4
8,49,0.146,14.6
8,50,0.058,6.84
8,51,0.0576,5.92
8,52,0.167,23.8
8,53,0.169,23.9
8,54,0.111,13.1
8,55,0.143,18.8
8,56,0.14,15.3
8,57,0.129,16.3
8,58,0.0586,5.99
8,59,0.155,20.6
8,60,0.0966,11.2
8,61,0.167,24.3
8,62,0.0657,6.78
8,63,0.14,15.1
8,64,0.0931,11.6
8,65,0.142,16.4
8,66,0.0919,9.45
8,67,0.104,11.1
8,68,0.0845,7.79
8,69,0.165,25.5
8,70,0.118,11.5
8,71,0.0675,8.66
8,72,0.103,11.9
8,73,0.117,9.66
8,74,0.107,12.5
8,75,0.151,20.7
8,76,0.17,26.8
8,77,0.16,21.5
8,78,0.149,19.7
8,79,0.165,19.5
8,80,0.125,11.1
8,81,0.117,12.1
8,82,0.155,20.6
8,83,0.135,17.9
8,84,0.148,17.8
8,85,0.159,16.2
8,86,0.156,17.1
8,87,0.173,27.6
8,88,0.139,16.9
8,89,0.122,10.7
8,90,0.14,14.7
8,91,0.146,16
8,92,0.169,26.4
8,93,0.122,12.1
8,94,0.0893,8.03
8,95,0.16,18.7
8,96,0.0947,9.35
8,97,0.119,10.3
8,98,0.171,23.8
8,99,0.141,14.6
9,0,0.13,16.7
9,1,0.0993,11.8
9,2,0.124,12.1
9,3,0.11,12.8
9,4,0.0732,7.36
9,5,0.0999,10.8
9,6,0.132,12.1
9,7,0.167,23.4
9,8,0.109,13.1
9,9,0.158,20.2
9,10,0.132,13.9
9,11,0.144,13.9
9,12,0.0856,10.9
9,13,0.158,19.8
9,14,0.166,23.4
9,15,0.15,19.4
9,16,0.0549,6.99
9,17,0.151,17.7
9,18,0.0527,8.3
9,19,0.137,13.1
9,20,0.172,27.8
9,21,0.147,17.5
9,22,0.149,14.1
9,23,0.125,10.7
9,24,0.162,17.6
9,25,0.169,27.9
9,26,0.115,13.7
9,27,0.139,16.7
9,28,0.131,16.1
9,29,0.163,19.7
9,30,0.158,18.3
9,31,0.17,20.1
9,32,0.0853,7.43
9,33,0.17,24.4
9,34,0.148,20.4
9,35,0.16,16.1
9,36,0.101,8.96
9,37,0.163,20.4
9,38,0.112,12
9,39,0.127,13.4
9,40,0.16,22.9
9,41,0.148,15.9
9,42,0.0808,8.85
9,43,0.116,14.4
9,44,0.0958,10.4
9,45,0.162,22.2
9,46,0.0393,5.24
9,47,0.17,27.7
9,48,0.0881,8.7
9,49,0.101,10.2
9,50,0.0766,10.6
9,51,0.157,20.3
9,52,0.159,21.4
9,54,0.126,14.2
9,55,0.0926,11.3
9,56,0.079,7.91
9,57,0.0859,10.1
9,58,0.127,12.1
9,59,0.069,7.59
9,60,0.146,13.6
9,61,0.1,9.35
9,62,0.173,29
9,63,0.169,27
9,64,0.152,21.4
9,65,0.161,24
9,66,0.171,28.8
9,67,0.0913,9.08
9,68,0.129,15.7
9,69,0.0755,9.31
9,70,0.163,20.7
9,71,0.118,12.9
9,72,0.152,17.4
9,73,0.137,17.3
9,74,0.14,13.1
9,75,0.135,11.9
9,76,0.133,10.8
9,77,0.155,17.2
9,78,0.0998,12.3
9,79,0.166,21.3
9,80,0.164,17.9
9,81,0.164,21.5
9,82,0.163,18.7
9,83,0.144,15.7
9,85,0.0699,8.69
9,86,0.168,19.3
9,87,0.135,13.7
9,88,0.17,25.6
9,89,0.0936,9.16
9,90,0.164,18.5
9,91,0.0824,10.7
9,92,0.0818,8.13
9,93,0.164,18.4
9,94,0.105,11.7
9,95,0.15,19.7
9,96,0.15,20.3
9,97,0.168,24
9,98,0.167,21.2
9,99,0.149,20.8
10,0,0.0515,5.42
10,1,0.163,22.8
10,2,0.169,20.4
10,3,0.164,19.4
10,4,0.111,12.1
10,5,0.172,30.7
10,6,0.119,14.8
10,7,0.106,9.94
10,8,0.0644,6.25
10,9,0.171,23.6
10,10,0.158,21.3
10,11,0.159,20
10,12,0.151,17.7
10,13,0.168,23.2
10,14,0.125,13.4
10,15,0.145,18.8
10,16,0.044,5.66
10,17,0.17,23.5
10,18,0.0849,8.95
10,19,0.119,12.1
10,20,0.165,17.9
10,21,0.102,10.5
10,22,0.166,23.6
10,23,0.165,17.6
10,24,0.14,14.6
10,25,0.138,16.4
10,26,0.0786,8.2
10,27,0.0687,8.83
10,28,0.108,12.3
10,29,0.154,17.3
10,30,0.137,16.6
10,31,0.0678,8.41
10,32,0.163,22.1
10,33,0.0782,10.2
10,34,0.14,18.4
10,35,0.157,22.2
10,36,0.14,13.3
10,37,0.137,11.8
10,38,0.153,17.1
10,39,0.0857,9.6
10,40,0.128,16.8
10,41,0.165,17.9
10,42,0.17,28.6
10,43,0.129,15.8
10,44,0.169,21.9
10,45,0.169,23.2
10,46,0.15,16.6
10,47,0.0833,7.58
10,48,0.162,19
10,49,0.145,16.5
10,50,0.153,14.7
10,51,0.128,15
10,52,0.14,11.7
10,53,0.0851,11.1
10,54,0.0616,6.53
10,55,0.164,20.4
10,56,0.0759,9.32
10,57,0.17,23.7
10,58,0.146,20
10,59,0.144,16.5
10,61,0.144,17.6
10,62,0.167,23
10,63,0.115,13.3
10,64,0.113,10.3
10,65,0.156,16.2
10,66,0.138,17.3
10,67,0.0641,9.21
10,68,0.137,17.1
10,69,0.131,12.5
10,70,0.137,16.8
10,71,0.113,14.3
10,72,0.109,12.6
10,73,0.155,20.6
10,74,0.151,18.7
10,75,0.172,25.7
10,77,0.0528,6.35
10,78,0.159,22
10,79,0.159,22.4
10,80,0.0728,8.5
10,81,0.143,16
10,82,0.13,14
10,83,0.163,25
10,84,0.125,12.7
10,85,0.0928,10.1
10,86,0.0948,10.1
10,87,0.101,12.6
10,88,0.0978,8.15
10,89,0.162,18.1
10,90,0.169,23.9
10,91,0.16,17.2
10,92,0.17,27.9
10,93,0.156,14.5
10,94,0.142,13.6
10,95,0.141,18.9
10,96,0.166,20.1
10,97,0.0793,8.77
10,98,0.109,13.2
10,99,0.089,9.01
11,0,0.155,18.3
11,1,0.0964,10.2
11,2,0.157,17.3
11,3,0.132,16.4
11,4,0.12,14.8
11,5,0.117,13.3
11,6,0.153,15.4
11,7,0.107,11
11,8,0.159,22.9
11,9,0.163,22.6
11,10,0.0983,12
11,11,0.157,14
11,12,0.0802,7.83
11,13,0.173,27.8
11,14,0.158,22.4
11,15,0.0999,11.9
11,16,0.168,23.1
11,17,0.159,19.1
11,18,0.17,25.3
11,19,0.171,26.7
11,20,0.146,13
11,21,0.102,13.1
11,22,0.157,18.6
11,23,0.14,17.4
11,24,0.154,17.6
11,25,0.13,11.5
11,26,0.159,14.5
11,27,0.102,11.2
11,28,0.149,15.7
11,29,0.108,13.6
11,30,0.146,15.3
11,31,0.139,15.4
11,32,0.153,15
11,33,0.0879,9.15
11,34,0.168,23
11,35,0.157,22.4
11,36,0.105,10.4
11,37,0.0341,4.44
11,38,0.0361,4.36
11,39,0.136,17.1
11,40,0.0813,9.41
11,41,0.0592,8.23
11,42,0.165,24.6
11,43,0.169,25
11,44,0.17,25.8
11,45,0.0479,6.77
11,46,0.171,22.6
11,47,0.153,19.9
11,48,0.146,19.9
11,49,0.153,14.3
11,50,0.159,20.8
11,51,0.084,8.68
11,52,0.122,12
11,53,0.17,24
11,54,0.0953,12.5
11,55,0.159,17.9
11,56,0.125,11.8
11,57,0.147,19.8
11,58,0.171,22.1
11,59,0.111,10.9
11,60,0.141,14.4
11,61,0.137,12.7
11,62,0.0422,4.91
11,63,0.0463,7.03
11,64,0.097,8.92
11,65,0.137,16.5
11,66,0.123,11.4
11,67,0.115,13.9
11,68,0.165,21.7
11,69,0.156,22.6
11,70,0.155,14.5
11,71,0.143,19.5
11,72,0.102,11.7
11,73,0.151,19
11,74,0.165,20.2
11,75,0.0796,9.11
11,76,0.144,17.1
